"","ID","Time","Task","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","Newton","Weight","seq","BestRes","ComputedRes"
"663","001_015_782",49846,"PressureDynamics",4085,4080,4056,3986,3892,3388,2964,1833,1313,878,360,100,72,300.6,-1,663,"R8",52.4152106885921
"664","001_015_783",49852,"PressureDynamics",4085,4079,4057,3987,3891,3393,2970,1837,1316,881,362,100,72,299.7,-1,664,"R8",52.6856849139039
"665","001_015_784",49857,"PressureDynamics",4087,4082,4056,3987,3896,3394,2971,1840,1319,884,363,101,73,300.1,-1,665,"R8",51.3347022587269
"666","001_015_785",49865,"PressureDynamics",4086,4079,4055,3987,3892,3394,2972,1842,1320,884,362,101,72,300.45,-1,666,"R8",52.4152106885921
"667","001_015_786",49871,"PressureDynamics",4085,4076,4056,3986,3890,3391,2970,1840,1319,883,362,101,73,299.7,-1,667,"R8",52.9562982005141
"668","001_015_787",49876,"PressureDynamics",4086,4080,4057,3987,3891,3394,2973,1842,1323,885,363,102,71,300.15,-1,668,"R8",52.6856849139039
"669","001_015_788",49882,"PressureDynamics",4086,4080,4055,3987,3890,3394,2972,1843,1319,885,363,102,74,300.2,-1,669,"R8",52.9562982005141
"670","001_015_789",49888,"PressureDynamics",4086,4079,4056,3987,3890,3397,2973,1843,1323,887,364,101,73,299.8,-1,670,"R8",52.9562982005141
"671","001_015_790",49893,"PressureDynamics",4086,4077,4057,3986,3892,3397,2974,1844,1322,885,364,102,73,299.85,-1,671,"R8",52.4152106885921
"672","001_015_791",49900,"PressureDynamics",4088,4081,4059,3990,3892,3394,2973,1847,1325,888,365,102,73,300.3,-1,672,"R8",52.4152106885921
"673","001_015_792",49912,"PressureDynamics",4086,4080,4057,3989,3892,3392,2974,1842,1319,885,365,102,72,299.95,-1,673,"R8",52.4152106885921
"674","001_015_793",49918,"PressureDynamics",4085,4079,4056,3989,3891,3397,2973,1843,1322,886,364,101,71,299.95,-1,674,"R8",52.6856849139039
"675","001_015_794",49927,"PressureDynamics",4088,4079,4056,3991,3892,3399,2977,1845,1324,887,365,102,73,300.3,-1,675,"R8",52.4152106885921
"676","001_015_795",49934,"PressureDynamics",4087,4079,4057,3988,3892,3397,2974,1846,1323,887,365,101,73,300.05,-1,676,"R8",52.4152106885921
"677","001_015_796",49965,"PressureDynamics",4087,4077,4054,3987,3891,3397,2975,1847,1326,889,366,103,74,299.95,-1,677,"R8",52.6856849139039
"678","001_015_797",50039,"PressureDynamics",4085,4079,4056,3989,3893,3398,2976,1850,1326,890,366,102,73,299.9,-1,678,"R8",52.1448754174159
"679","001_015_798",50085,"PressureDynamics",4086,4079,4056,3988,3891,3396,2976,1846,1325,888,364,102,72,300.2,-1,679,"R8",52.6856849139039
"680","001_015_799",50105,"PressureDynamics",4086,4077,4056,3987,3891,3393,2972,1842,1323,887,364,102,73,300.15,-1,680,"R8",52.6856849139039
"681","001_015_800",50119,"PressureDynamics",4085,4080,4056,3992,3892,3399,2977,1847,1323,888,365,102,72,299.55,-1,681,"R8",52.4152106885921
"682","001_015_801",50131,"PressureDynamics",4086,4081,4057,3990,3894,3400,2978,1848,1326,890,365,102,73,300.25,-1,682,"R8",51.8746789933232
"683","001_015_802",50142,"PressureDynamics",4086,4074,4056,3989,3892,3397,2975,1847,1327,889,365,101,73,300.4,-1,683,"R8",52.4152106885921
"684","001_015_803",50152,"PressureDynamics",4084,4076,4055,3988,3891,3396,2976,1848,1324,886,366,102,74,299.95,-1,684,"R8",52.6856849139039
"685","001_015_804",50160,"PressureDynamics",4085,4078,4056,3990,3891,3398,2977,1848,1324,888,366,101,72,300.05,-1,685,"R8",52.6856849139039
"686","001_015_805",50168,"PressureDynamics",4086,4079,4056,3987,3894,3398,2976,1847,1327,889,366,102,73,300.35,-1,686,"R8",51.8746789933232
"687","001_015_806",50178,"PressureDynamics",4083,4080,4057,3986,3892,3399,2979,1850,1327,890,367,104,74,300.1,-1,687,"R8",52.4152106885921
"688","001_015_807",50184,"PressureDynamics",4086,4078,4056,3988,3893,3401,2978,1850,1329,890,366,103,73,300,-1,688,"R8",52.1448754174159
"689","001_015_808",50189,"PressureDynamics",4086,4080,4060,3991,3895,3404,2982,1852,1330,891,366,102,73,300.05,-1,689,"R8",51.604621309371
"690","001_015_809",50196,"PressureDynamics",4088,4080,4056,3990,3893,3400,2978,1851,1329,891,366,103,73,300.1,-1,690,"R8",52.1448754174159
"691","001_015_810",50202,"PressureDynamics",4085,4078,4055,3988,3894,3398,2977,1850,1328,892,367,103,74,299.85,-1,691,"R8",51.8746789933232
"692","001_015_811",50209,"PressureDynamics",4085,4078,4057,3989,3894,3403,2978,1850,1330,892,367,103,73,300.1,-1,692,"R8",51.8746789933232
"693","001_015_812",50214,"PressureDynamics",4088,4078,4057,3990,3893,3400,2980,1853,1329,893,368,103,74,300.35,-1,693,"R8",52.1448754174159
"694","001_015_813",50219,"PressureDynamics",4082,4078,4055,3989,3896,3402,2982,1851,1330,892,367,102,73,300.05,-1,694,"R8",51.3347022587269
"695","001_015_814",50223,"PressureDynamics",4087,4078,4057,3994,3892,3399,2978,1849,1329,891,367,102,74,299.85,-1,695,"R8",52.4152106885921
"696","001_015_815",50229,"PressureDynamics",4086,4080,4056,3991,3895,3401,2981,1849,1328,891,366,103,71,300.15,-1,696,"R8",51.604621309371
"697","001_015_816",50235,"PressureDynamics",4086,4079,4055,3989,3893,3404,2981,1855,1329,890,366,102,73,300.05,-1,697,"R8",52.1448754174159
"698","001_015_817",50240,"PressureDynamics",4086,4080,4055,3989,3893,3401,2980,1852,1329,891,368,102,74,299.85,-1,698,"R8",52.1448754174159
"699","001_015_818",50245,"PressureDynamics",4085,4078,4057,3988,3894,3404,2983,1852,1330,891,367,103,74,300.1,-1,699,"R8",51.8746789933232
"700","001_015_819",50250,"PressureDynamics",4086,4078,4059,3989,3890,3405,2984,1856,1331,890,368,104,74,300.3,-1,700,"R8",52.9562982005141
"701","001_015_820",50267,"PressureDynamics",4086,4078,4056,3989,3893,3406,2984,1856,1330,894,368,103,74,300.15,-1,701,"R8",52.1448754174159
"702","001_015_821",50283,"PressureDynamics",4085,4079,4058,3990,3895,3405,2983,1854,1331,893,368,103,74,299.9,-1,702,"R8",51.604621309371
"703","001_015_822",50289,"PressureDynamics",4088,4080,4057,3990,3894,3405,2984,1855,1332,894,367,103,74,300.25,-1,703,"R8",51.8746789933232
"704","001_015_823",50294,"PressureDynamics",4085,4075,4057,3990,3895,3406,2986,1857,1332,894,369,103,73,300,-1,704,"R8",51.604621309371
"705","001_015_824",50299,"PressureDynamics",4087,4080,4060,3991,3894,3408,2985,1857,1333,895,368,103,74,299.9,-1,705,"R8",51.8746789933232
"706","001_015_825",50305,"PressureDynamics",4086,4078,4057,3993,3895,3405,2983,1853,1332,894,368,104,73,300.15,-1,706,"R8",51.604621309371
"707","001_015_826",50310,"PressureDynamics",4086,4077,4060,3990,3895,3409,2987,1856,1332,893,368,104,74,299.9,-1,707,"R8",51.604621309371
"708","001_015_827",50315,"PressureDynamics",4084,4078,4052,3989,3894,3406,2985,1856,1334,895,369,103,74,299.9,-1,708,"R8",51.8746789933232
"709","001_015_828",50320,"PressureDynamics",4088,4079,4059,3992,3895,3410,2989,1860,1336,896,369,103,74,300.15,-1,709,"R8",51.604621309371
"710","001_015_829",50324,"PressureDynamics",4087,4081,4058,3989,3895,3406,2987,1858,1335,896,369,104,75,300.5,-1,710,"R8",51.604621309371
"711","001_015_830",50334,"PressureDynamics",4084,4078,4056,3987,3895,3410,2986,1857,1333,895,369,103,74,300,-1,711,"R8",51.604621309371
"712","001_015_831",50340,"PressureDynamics",4086,4077,4056,3991,3895,3409,2990,1858,1334,896,368,104,74,299.85,-1,712,"R8",51.604621309371
"713","001_015_832",50344,"PressureDynamics",4089,4080,4058,3992,3897,3407,2987,1858,1335,897,370,104,74,300.1,-1,713,"R8",51.0649217346678
"714","001_015_833",50349,"PressureDynamics",4087,4079,4058,3990,3895,3407,2985,1857,1334,895,368,104,73,300.2,-1,714,"R8",51.604621309371
"715","001_015_834",50354,"PressureDynamics",4085,4078,4057,3989,3894,3406,2986,1857,1334,896,370,102,72,299.85,-1,715,"R8",51.8746789933232
"716","001_015_835",50359,"PressureDynamics",4088,4077,4056,3991,3897,3407,2986,1858,1335,897,370,104,74,300,-1,716,"R8",51.0649217346678
"717","001_015_836",50365,"PressureDynamics",4089,4079,4058,3991,3896,3405,2984,1858,1334,897,369,104,74,300.15,-1,717,"R8",51.3347022587269
"718","001_015_837",50371,"PressureDynamics",4086,4081,4056,3990,3893,3405,2985,1858,1335,896,370,105,74,299.95,-1,718,"R8",52.1448754174159
"719","001_015_838",50376,"PressureDynamics",4086,4080,4056,3991,3894,3406,2987,1858,1335,897,369,104,75,299.95,-1,719,"R8",51.8746789933232
"720","001_015_839",50382,"PressureDynamics",4088,4081,4057,3992,3896,3408,2984,1859,1336,895,370,104,74,300.1,-1,720,"R8",51.3347022587269
"721","001_015_840",50388,"PressureDynamics",4089,4080,4058,3993,3896,3408,2987,1858,1335,897,368,104,74,300,-1,721,"R8",51.3347022587269
"722","001_015_841",50406,"PressureDynamics",4086,4081,4056,3991,3896,3410,2989,1861,1336,897,370,103,75,299.85,-1,722,"R8",51.3347022587269
"723","001_015_842",50412,"PressureDynamics",4088,4078,4056,3992,3896,3410,2988,1859,1337,897,369,104,75,300.05,-1,723,"R8",51.3347022587269
"724","001_015_843",50419,"PressureDynamics",4087,4080,4057,3991,3897,3408,2987,1861,1340,899,371,105,74,300.15,-1,724,"R8",51.0649217346678
"725","001_015_844",50424,"PressureDynamics",4085,4078,4056,3989,3895,3405,2986,1860,1338,899,370,104,74,300,-1,725,"R8",51.604621309371
"726","001_015_845",50430,"PressureDynamics",4087,4080,4057,3991,3895,3411,2987,1860,1338,898,371,104,74,300,-1,726,"R8",51.604621309371
"727","001_015_846",50468,"PressureDynamics",4087,4079,4057,3991,3897,3410,2988,1858,1334,897,371,104,76,300.3,-1,727,"R8",51.0649217346678
"728","001_015_847",50526,"PressureDynamics",4086,4080,4059,3989,3896,3409,2989,1861,1337,899,371,104,74,300.1,-1,728,"R8",51.3347022587269
"729","001_015_848",50542,"PressureDynamics",4089,4079,4058,3992,3895,3410,2991,1863,1342,899,371,104,75,299.85,-1,729,"R8",51.604621309371
"730","001_015_849",50558,"PressureDynamics",4087,4079,4058,3991,3898,3410,2989,1862,1341,900,372,103,75,300.1,-1,730,"R8",50.7952796305798
"731","001_015_850",50567,"PressureDynamics",4087,4081,4059,3991,3897,3408,2988,1864,1340,901,370,104,75,300.15,-1,731,"R8",51.0649217346678
"732","001_015_851",50575,"PressureDynamics",4086,4080,4056,3992,3895,3408,2991,1863,1338,899,372,104,75,299.95,-1,732,"R8",51.604621309371
"733","001_015_852",50584,"PressureDynamics",4085,4079,4058,3990,3895,3409,2990,1863,1340,899,371,104,74,299.95,-1,733,"R8",51.604621309371
"734","001_015_853",50616,"PressureDynamics",4086,4080,4058,3990,3896,3411,2991,1866,1340,901,371,104,75,300.3,-1,734,"R8",51.3347022587269
"735","001_015_854",50622,"PressureDynamics",4086,4079,4057,3992,3896,3408,2990,1862,1342,900,371,104,75,300.15,-1,735,"R8",51.3347022587269
"736","001_015_855",50629,"PressureDynamics",4088,4080,4058,3992,3899,3410,2990,1864,1340,899,371,104,74,299.8,-1,736,"R8",50.5257758399591
"737","001_015_856",50636,"PressureDynamics",4086,4080,4060,3992,3898,3410,2992,1864,1340,900,372,104,75,300.1,-1,737,"R8",50.7952796305798
"738","001_015_857",50642,"PressureDynamics",4086,4077,4057,3991,3896,3409,2989,1859,1338,902,372,104,75,300.4,-1,738,"R8",51.3347022587269
"739","001_015_858",50648,"PressureDynamics",4087,4079,4059,3990,3895,3413,2991,1863,1339,901,372,104,74,299.8,-1,739,"R8",51.604621309371
"740","001_015_859",50652,"PressureDynamics",4086,4080,4056,3992,3897,3411,2991,1864,1340,900,371,103,74,300.05,-1,740,"R8",51.0649217346678
"741","001_015_860",50658,"PressureDynamics",4088,4081,4057,3993,3896,3408,2990,1862,1339,899,371,104,75,300.2,-1,741,"R8",51.3347022587269
"742","001_015_861",50663,"PressureDynamics",4087,4079,4056,3987,3896,3410,2990,1859,1338,900,372,104,75,300,-1,742,"R8",51.3347022587269
"743","001_015_862",50669,"PressureDynamics",4086,4079,4058,3989,3898,3411,2991,1863,1341,902,371,104,75,299.85,-1,743,"R8",50.7952796305798
"744","001_015_863",50674,"PressureDynamics",4088,4082,4056,3992,3898,3413,2993,1863,1341,901,373,104,75,300,-1,744,"R8",50.7952796305798
"745","001_015_864",50681,"PressureDynamics",4087,4079,4058,3991,3897,3412,2993,1863,1339,901,371,105,75,300.2,-1,745,"R8",51.0649217346678
"746","001_015_865",50686,"PressureDynamics",4087,4078,4058,3992,3897,3413,2995,1866,1341,901,373,105,74,299.95,-1,746,"R8",51.0649217346678
"747","001_015_866",50691,"PressureDynamics",4086,4080,4058,3993,3898,3414,2997,1865,1344,903,372,104,75,299.95,-1,747,"R8",50.7952796305798
"748","001_015_867",50697,"PressureDynamics",4087,4081,4057,3993,3897,3412,2992,1862,1340,901,372,104,75,300.15,-1,748,"R8",51.0649217346678
"749","001_015_868",50704,"PressureDynamics",4086,4080,4057,3990,3899,3412,2992,1860,1340,902,373,105,75,300.1,-1,749,"R8",50.5257758399591
"750","001_015_869",50709,"PressureDynamics",4090,4078,4058,3991,3898,3412,2994,1866,1342,902,372,105,75,299.85,-1,750,"R8",50.7952796305798
"751","001_015_870",50718,"PressureDynamics",4085,4081,4059,3994,3898,3413,2993,1865,1341,903,372,104,74,300,-1,751,"R8",50.7952796305798
"752","001_015_871",50723,"PressureDynamics",4088,4077,4058,3991,3897,3414,2997,1867,1344,903,373,105,75,300.05,-1,752,"R8",51.0649217346678
"753","001_015_872",50728,"PressureDynamics",4085,4079,4057,3993,3900,3413,2994,1870,1343,903,374,104,75,299.8,-1,753,"R8",50.2564102564103
"754","001_015_873",50735,"PressureDynamics",4088,4081,4057,3992,3898,3412,2993,1867,1343,904,373,105,74,300.15,-1,754,"R8",50.7952796305798
"755","001_015_874",50741,"PressureDynamics",4085,4077,4058,3992,3896,3413,2994,1869,1342,903,373,104,75,300.3,-1,755,"R8",51.3347022587269
"756","001_015_875",50746,"PressureDynamics",4088,4081,4059,3991,3897,3412,2994,1866,1342,902,373,105,74,299.95,-1,756,"R8",51.0649217346678
"757","001_015_876",50752,"PressureDynamics",4088,4079,4056,3991,3896,3413,2993,1866,1344,903,372,105,75,299.9,-1,757,"R8",51.3347022587269
"758","001_015_877",50756,"PressureDynamics",4088,4081,4059,3993,3897,3410,2994,1866,1342,903,373,104,74,300.1,-1,758,"R8",51.0649217346678
"759","001_015_878",50761,"PressureDynamics",4086,4081,4057,3991,3897,3409,2994,1866,1343,902,372,104,75,300.15,-1,759,"R8",51.0649217346678
"760","001_015_879",50766,"PressureDynamics",4087,4078,4059,3992,3897,3413,2994,1864,1343,902,372,104,75,299.8,-1,760,"R8",51.0649217346678
"761","001_015_880",50770,"PressureDynamics",4087,4078,4057,3993,3897,3413,2995,1866,1341,902,373,105,74,300.05,-1,761,"R8",51.0649217346678
"762","001_015_881",50775,"PressureDynamics",4086,4079,4058,3993,3897,3412,2998,1869,1344,904,373,104,75,300.15,-1,762,"R8",51.0649217346678
"763","001_015_882",50785,"PressureDynamics",4085,4079,4057,3991,3895,3412,2993,1868,1342,902,371,105,75,299.8,-1,763,"R8",51.604621309371
"764","001_015_883",50791,"PressureDynamics",4083,4077,4059,3992,3899,3411,2992,1865,1342,902,373,104,75,300.1,-1,764,"R8",50.5257758399591
"765","001_015_884",50797,"PressureDynamics",4088,4082,4057,3992,3898,3412,2994,1867,1343,903,374,105,75,300.25,-1,765,"R8",50.7952796305798
"766","001_015_885",50801,"PressureDynamics",4087,4081,4057,3992,3900,3413,2995,1868,1344,903,372,105,75,299.95,-1,766,"R8",50.2564102564103
"767","001_015_886",50808,"PressureDynamics",4087,4080,4055,3988,3897,3413,2995,1867,1343,902,373,105,75,299.85,-1,767,"R8",51.0649217346678
"768","001_015_887",50813,"PressureDynamics",4090,4079,4057,3994,3899,3414,2993,1867,1343,902,373,105,75,300.1,-1,768,"R8",50.5257758399591
"769","001_015_888",50821,"PressureDynamics",4087,4076,4057,3992,3899,3413,2994,1866,1342,901,373,104,75,300.1,-1,769,"R8",50.5257758399591
"770","001_015_889",50827,"PressureDynamics",4087,4080,4056,3992,3898,3410,2994,1865,1343,904,373,105,75,300.1,-1,770,"R8",50.7952796305798
"771","001_015_890",50831,"PressureDynamics",4087,4079,4057,3992,3895,3412,2993,1865,1341,902,372,104,75,299.85,-1,771,"R8",51.604621309371
"772","001_015_891",50838,"PressureDynamics",4087,4080,4059,3989,3897,3411,2993,1864,1339,901,372,104,76,300.2,-1,772,"R8",51.0649217346678
"773","001_015_892",50845,"PressureDynamics",4087,4080,4058,3990,3898,3412,2993,1865,1342,904,373,104,74,300.15,-1,773,"R8",50.7952796305798
"774","001_015_893",50852,"PressureDynamics",4088,4080,4059,3989,3896,3408,2992,1864,1340,901,373,104,75,299.9,-1,774,"R8",51.3347022587269
"775","001_015_894",50861,"PressureDynamics",4088,4078,4057,3991,3897,3411,2991,1864,1340,901,373,105,75,300.25,-1,775,"R8",51.0649217346678
"776","001_015_895",50866,"PressureDynamics",4086,4081,4055,3992,3897,3410,2992,1865,1344,902,374,104,75,300.15,-1,776,"R8",51.0649217346678
"777","001_015_896",50873,"PressureDynamics",4086,4078,4057,3990,3895,3410,2990,1864,1343,903,373,104,74,299.85,-1,777,"R8",51.604621309371
"778","001_015_897",50878,"PressureDynamics",4087,4080,4058,3991,3897,3410,2992,1866,1340,902,374,105,74,299.9,-1,778,"R8",51.0649217346678
"779","001_015_898",50885,"PressureDynamics",4089,4081,4058,3990,3897,3411,2989,1863,1339,899,372,105,75,300.25,-1,779,"R8",51.0649217346678
"780","001_015_899",50892,"PressureDynamics",4086,4077,4057,3990,3896,3406,2989,1864,1341,903,372,104,75,300,-1,780,"R8",51.3347022587269
"781","001_015_900",50899,"PressureDynamics",4089,4081,4056,3991,3896,3411,2992,1865,1339,903,373,105,74,299.8,-1,781,"R8",51.3347022587269
"782","001_015_901",50908,"PressureDynamics",4087,4080,4058,3991,3897,3409,2992,1864,1342,902,372,106,74,300,-1,782,"R8",51.0649217346678
"783","001_015_902",50913,"PressureDynamics",4087,4077,4056,3991,3896,3410,2991,1866,1342,904,374,105,75,300.15,-1,783,"R8",51.3347022587269
"784","001_015_903",50920,"PressureDynamics",4085,4082,4057,3990,3896,3410,2994,1867,1343,904,374,105,75,300,-1,784,"R8",51.3347022587269
"785","001_015_904",50925,"PressureDynamics",4086,4078,4056,3988,3891,3389,2961,1832,1311,877,360,100,71,300.1,-1,785,"R8",52.6856849139039
"786","001_015_905",50937,"PressureDynamics",4077,4067,4038,3928,3789,3156,2676,1523,1039,666,255,68,49,274.7,-1,786,"R8",81.0240168910004
"787","001_015_906",50983,"PressureDynamics",4077,4063,4028,3914,3773,3118,2622,1465,990,624,235,63,45,229.6,-1,787,"R7",218.548799182423
"788","001_015_907",51038,"PressureDynamics",4076,4060,4018,3892,3731,3021,2503,1339,880,543,198,51,36,212.1,-1,788,"R7",246.351490236383
"789","001_015_908",51084,"PressureDynamics",3998,3935,3799,3465,3132,2074,1524,572,314,167,51,12,8,156.7,-1,789,"R6",781.784680178996
"790","001_015_909",51111,"PressureDynamics",3920,3803,3641,3207,2794,1638,1110,367,197,104,33,8,6,66.3,-1,790,"R6",1249.65668772315
"791","001_015_910",51149,"PressureDynamics",3951,3880,3699,3337,2906,1772,1216,411,222,118,37,9,6,54.6,-1,791,"R6",1073.26304406597
"792","001_015_911",51164,"PressureDynamics",3965,3887,3731,3382,2974,1841,1274,439,238,126,39,10,7,54.95,-1,792,"R6",978.290002680247
"793","001_015_912",51178,"PressureDynamics",3951,3895,3712,3373,2982,1850,1286,444,242,128,41,10,6,55.35,-1,793,"R6",1034.48275862069
"794","001_015_913",51187,"PressureDynamics",3982,3902,3752,3395,3012,1879,1307,454,247,131,41,10,7,54.9,-1,794,"R6",916.844349680172
"795","001_015_914",51195,"PressureDynamics",3978,3897,3751,3399,3013,1874,1305,452,246,132,41,10,7,54.9,-1,795,"R6",919.754732071448
"796","001_015_915",51209,"PressureDynamics",3970,3923,3756,3404,3021,1879,1311,458,251,134,42,10,7,55.4,-1,796,"R6",905.218317358892
"797","001_015_916",51217,"PressureDynamics",3971,3902,3760,3409,3030,1911,1345,472,259,138,43,10,7,55.05,-1,797,"R6",893.617021276596
"798","001_015_917",51225,"PressureDynamics",3978,3896,3761,3416,3048,1912,1346,472,259,138,44,10,7,55.05,-1,798,"R6",890.720553044403
"799","001_015_918",51230,"PressureDynamics",3996,3913,3755,3430,3057,1931,1358,479,260,139,44,10,7,55.15,-1,799,"R6",908.122503328895
"800","001_015_919",51237,"PressureDynamics",3978,3911,3783,3438,3075,1949,1375,488,267,142,45,10,7,55.3,-1,800,"R6",827.385672746498
"801","001_015_920",51242,"PressureDynamics",3987,3921,3775,3440,3090,1962,1383,490,269,144,45,11,7,55,-1,801,"R6",850.331125827815
"802","001_015_921",51248,"PressureDynamics",3985,3913,3772,3441,3083,1951,1375,486,267,143,45,11,8,55.05,-1,802,"R6",858.96076352068
"803","001_015_922",51254,"PressureDynamics",3973,3907,3774,3437,3083,1957,1381,490,269,145,46,11,8,55.2,-1,803,"R6",853.206147323796
"804","001_015_923",51261,"PressureDynamics",3975,3906,3783,3441,3082,1962,1384,490,269,144,45,11,8,55.05,-1,804,"R6",827.385672746498
"805","001_015_924",51267,"PressureDynamics",3989,3913,3790,3452,3108,1982,1397,496,272,145,45,11,8,54.95,-1,805,"R6",807.387862796834
"806","001_015_925",51273,"PressureDynamics",4000,3914,3786,3467,3104,1979,1399,497,273,147,46,11,8,55.15,-1,806,"R6",818.806127839408
"807","001_015_926",51279,"PressureDynamics",3992,3924,3798,3478,3116,1994,1410,502,274,146,46,11,7,55.1,-1,807,"R6",784.623486045287
"808","001_015_927",51284,"PressureDynamics",3990,3910,3791,3457,3110,1989,1406,502,275,147,46,11,8,54.75,-1,808,"R6",804.537061461356
"809","001_015_928",51289,"PressureDynamics",3980,3933,3809,3478,3117,1988,1407,500,274,147,46,11,8,55,-1,809,"R6",753.478603307956
"810","001_015_929",51299,"PressureDynamics",3991,3936,3796,3472,3118,1990,1402,500,275,147,46,11,8,55.2,-1,810,"R6",790.305584826133
"811","001_015_930",51305,"PressureDynamics",3989,3924,3805,3477,3113,1991,1409,504,277,148,47,11,7,55.05,-1,811,"R6",764.783180026281
"812","001_015_931",51320,"PressureDynamics",3987,3926,3801,3478,3129,2014,1429,512,282,152,46,11,8,54.9,-1,812,"R6",776.111549592213
"813","001_015_932",51326,"PressureDynamics",4011,3931,3805,3482,3123,2004,1423,511,281,151,47,11,8,55.1,-1,813,"R6",764.783180026281
"814","001_015_933",51331,"PressureDynamics",3998,3926,3790,3461,3111,1998,1415,508,280,150,48,11,8,55,-1,814,"R6",807.387862796834
"815","001_015_934",51338,"PressureDynamics",3995,3924,3791,3471,3114,2004,1426,513,282,151,47,11,8,54.85,-1,815,"R6",804.537061461356
"816","001_015_935",51346,"PressureDynamics",3995,3920,3803,3481,3127,2013,1430,515,284,152,47,11,7,55,-1,816,"R6",770.444386011044
"817","001_015_936",51352,"PressureDynamics",3989,3916,3784,3479,3125,2008,1426,512,283,150,47,11,8,55.15,-1,817,"R6",824.524312896407
"818","001_015_937",51360,"PressureDynamics",3977,3927,3806,3488,3129,2018,1435,517,284,153,48,11,8,55.05,-1,818,"R6",761.954808197583
"819","001_015_938",51366,"PressureDynamics",3994,3938,3808,3494,3141,2023,1436,518,286,153,48,11,9,54.85,-1,819,"R6",756.302521008403
"820","001_015_939",51372,"PressureDynamics",4002,3926,3804,3485,3133,2019,1436,518,285,153,49,11,8,55.05,-1,820,"R6",767.613038906416
"821","001_015_940",51378,"PressureDynamics",3991,3936,3813,3495,3136,2028,1442,520,285,154,49,12,9,55.05,-1,821,"R6",742.197744558091
"822","001_015_941",51383,"PressureDynamics",3983,3936,3803,3501,3139,2022,1436,516,285,152,48,12,7,54.75,-1,822,"R6",770.444386011044
"823","001_015_942",51389,"PressureDynamics",4005,3941,3805,3497,3142,2039,1452,525,289,155,49,12,8,55.05,-1,823,"R6",764.783180026281
"824","001_015_943",51394,"PressureDynamics",4008,3947,3798,3508,3154,2047,1458,528,293,157,49,13,8,55.2,-1,824,"R6",784.623486045287
"825","001_015_944",51405,"PressureDynamics",4010,3932,3810,3512,3148,2043,1456,527,293,157,50,12,9,54.85,-1,825,"R6",750.656167979003
"826","001_015_945",51413,"PressureDynamics",4004,3949,3808,3507,3156,2060,1473,534,295,158,50,12,8,54.9,-1,826,"R6",756.302521008403
"827","001_015_946",51419,"PressureDynamics",4005,3956,3821,3527,3173,2060,1469,531,294,158,50,11,8,55.3,-1,827,"R6",719.706883014918
"828","001_015_947",51423,"PressureDynamics",4001,3937,3813,3513,3160,2051,1462,528,290,155,49,12,8,55,-1,828,"R6",742.197744558091
"829","001_015_948",51437,"PressureDynamics",4008,3944,3820,3516,3158,2049,1460,524,290,155,49,12,8,54.85,-1,829,"R6",722.513089005236
"830","001_015_949",51474,"PressureDynamics",4006,3947,3818,3508,3158,2049,1455,527,292,156,49,11,9,55.15,-1,830,"R6",728.12991094814
"831","001_015_950",51516,"PressureDynamics",4004,3939,3804,3503,3156,2047,1457,525,289,155,49,11,8,55.1,-1,831,"R6",767.613038906416
"832","001_015_951",51553,"PressureDynamics",3996,3934,3815,3514,3166,2062,1467,529,292,156,50,12,8,54.95,-1,832,"R6",736.56618610747
"833","001_015_952",51577,"PressureDynamics",4009,3944,3811,3516,3172,2063,1469,532,293,157,49,12,8,54.95,-1,833,"R6",747.835213854631
"834","001_015_953",51595,"PressureDynamics",4013,3946,3829,3528,3179,2074,1476,534,294,158,50,12,8,55.25,-1,834,"R6",697.310002611649
"835","001_015_954",51634,"PressureDynamics",4007,3946,3823,3532,3183,2079,1483,538,298,160,51,12,7,55,-1,835,"R6",714.098875228878
"836","001_015_955",51654,"PressureDynamics",3997,3938,3812,3530,3174,2069,1478,535,296,159,50,12,9,54.75,-1,836,"R6",745.015739769151
"837","001_015_956",51665,"PressureDynamics",4032,3943,3820,3524,3169,2071,1477,536,296,159,50,12,9,55.15,-1,837,"R6",722.513089005236
"838","001_015_957",51675,"PressureDynamics",4004,3950,3818,3519,3170,2066,1475,537,296,159,50,12,8,55.05,-1,838,"R6",728.12991094814
"839","001_015_958",51682,"PressureDynamics",4003,3926,3814,3522,3170,2073,1475,539,298,160,50,12,8,54.95,-1,839,"R6",739.381227058208
"840","001_015_959",51690,"PressureDynamics",4002,3953,3823,3534,3175,2079,1484,539,300,162,51,13,9,54.85,-1,840,"R6",714.098875228878
"841","001_015_960",51695,"PressureDynamics",4015,3940,3821,3525,3184,2079,1484,538,298,160,50,12,8,55.25,-1,841,"R6",719.706883014918
"842","001_015_961",51705,"PressureDynamics",3998,3944,3818,3533,3186,2083,1488,541,299,160,50,12,9,55.05,-1,842,"R6",728.12991094814
"843","001_015_962",51710,"PressureDynamics",3992,3954,3816,3539,3185,2085,1490,544,301,162,50,13,9,54.85,-1,843,"R6",733.752620545073
"844","001_015_963",51716,"PressureDynamics",4019,3934,3828,3538,3176,2081,1483,542,299,161,51,13,9,55.15,-1,844,"R6",700.104493207941
"845","001_015_964",51722,"PressureDynamics",4021,3944,3824,3535,3183,2091,1492,544,301,161,51,12,9,55.05,-1,845,"R6",711.297071129708
