006_015_030,66741,PressureDynamics,3892,3765,3535,3006,2780,1233,752,209,107,57,16,4,3,0,-1
006_015_030,66753,PressureDynamics,3876,3789,3539,3012,2803,1253,765,213,109,58,17,4,2,0.874,-1
006_015_030,66762,PressureDynamics,3892,3779,3549,3038,2812,1263,774,215,111,60,17,4,2,0.89,-1
006_015_030,66768,PressureDynamics,3896,3795,3541,3048,2822,1263,784,217,111,60,18,4,3,0.889,-1
006_015_030,66776,PressureDynamics,3888,3786,3575,3045,2814,1272,782,218,112,60,17,4,2,0.902,-1
006_015_030,66782,PressureDynamics,3914,3799,3568,3041,2831,1269,781,219,112,60,18,4,2,0.873,-1
006_015_030,66789,PressureDynamics,3881,3812,3551,3043,2827,1279,786,220,113,61,17,3,3,0.881,-1
006_015_030,66801,PressureDynamics,3922,3788,3560,3058,2831,1282,789,221,114,60,18,4,3,0.889,-1
006_015_030,66807,PressureDynamics,3926,3779,3557,3057,2832,1283,790,220,114,60,17,4,3,0.89,-1
006_015_030,66820,PressureDynamics,3923,3780,3586,3060,2837,1286,793,224,114,61,18,4,3,0.881,-1
006_015_030,66826,PressureDynamics,3882,3761,3562,3076,2838,1283,795,223,115,61,17,4,2,0.878,-1
006_015_030,66830,PressureDynamics,3867,3813,3549,3058,2863,1292,795,224,115,61,18,4,2,0.888,-1
006_015_030,66835,PressureDynamics,3897,3790,3574,3056,2857,1288,794,222,115,60,17,4,3,0.879,-1
006_015_030,66839,PressureDynamics,3877,3790,3566,3061,2835,1288,798,224,115,61,17,4,3,0.881,-1
006_015_030,66844,PressureDynamics,3923,3782,3584,3064,2857,1292,798,224,115,62,18,4,3,0.885,-1
006_015_030,66849,PressureDynamics,3866,3799,3577,3069,2843,1295,794,223,114,61,18,3,2,0.887,-1
006_015_030,66854,PressureDynamics,3896,3792,3550,3063,2851,1295,798,224,116,62,17,3,2,0.886,-1
006_015_030,66859,PressureDynamics,3892,3804,3564,3051,2840,1292,799,224,115,62,18,3,3,0.885,-1
006_015_030,66863,PressureDynamics,3881,3788,3568,3050,2841,1292,797,224,115,61,18,3,2,0.889,-1
006_015_030,66868,PressureDynamics,3894,3786,3560,3066,2833,1294,794,224,116,61,18,4,3,0.887,-1
006_015_030,66873,PressureDynamics,3868,3790,3567,3055,2853,1295,797,224,115,62,18,4,3,0.882,-1
006_015_030,66878,PressureDynamics,3929,3803,3561,3071,2835,1290,796,224,115,62,18,3,2,0.883,-1
006_015_030,66883,PressureDynamics,3870,3776,3557,3086,2845,1295,797,223,115,61,18,3,2,0.89,-1
006_015_030,66888,PressureDynamics,3895,3788,3567,3058,2856,1296,795,224,115,62,18,3,2,0.885,-1
006_015_030,66892,PressureDynamics,3898,3804,3558,3067,2831,1296,798,223,116,62,18,4,3,0.893,-1
006_015_030,66897,PressureDynamics,3869,3798,3566,3056,2847,1289,799,224,115,61,18,4,2,0.892,-1
006_015_030,66901,PressureDynamics,3894,3789,3552,3069,2844,1293,798,225,116,62,17,4,2,0.892,-1
006_015_030,66906,PressureDynamics,3905,3815,3563,3074,2841,1306,804,224,116,63,17,3,2,0.891,-1
006_015_030,66911,PressureDynamics,3870,3804,3564,3078,2843,1291,800,225,117,62,18,4,3,0.889,-1
006_015_030,66916,PressureDynamics,3900,3806,3562,3087,2856,1290,799,225,114,62,18,4,2,0.889,-1
006_015_030,66921,PressureDynamics,3889,3768,3573,3055,2845,1290,795,225,115,62,18,3,2,0.883,-1
006_015_030,66925,PressureDynamics,3881,3803,3547,3078,2827,1299,798,226,115,62,18,3,2,0.886,-1
006_015_030,66930,PressureDynamics,3900,3796,3564,3077,2844,1299,796,226,115,61,18,4,3,0.888,-1
006_015_030,66934,PressureDynamics,3888,3798,3571,3078,2851,1293,798,226,116,62,18,4,3,0.882,-1
006_015_030,66940,PressureDynamics,3860,3789,3551,3064,2841,1290,797,225,116,62,18,4,2,0.886,-1
006_015_030,66944,PressureDynamics,3867,3774,3554,3042,2840,1291,799,225,116,63,18,4,3,0.888,-1
006_015_030,66949,PressureDynamics,3888,3794,3544,3088,2834,1295,796,225,116,60,19,4,2,0.884,-1
006_015_030,66954,PressureDynamics,3874,3782,3544,3059,2838,1287,796,223,116,62,18,4,2,0.885,-1
006_015_030,66959,PressureDynamics,3869,3775,3565,3056,2834,1291,794,225,115,62,18,4,2,0.883,-1
006_015_030,66963,PressureDynamics,3879,3766,3537,3068,2839,1292,800,226,115,61,18,4,2,0.884,-1
006_015_030,66969,PressureDynamics,3922,3801,3559,3050,2851,1291,793,225,115,62,17,4,2,0.888,-1
006_015_030,66974,PressureDynamics,3880,3792,3559,3059,2843,1292,796,225,116,62,17,4,2,0.888,-1
006_015_030,66979,PressureDynamics,3864,3794,3556,3065,2838,1296,795,224,114,61,18,4,2,0.887,-1
006_015_030,66984,PressureDynamics,3914,3793,3547,3083,2845,1299,798,226,116,62,18,4,3,0.889,-1
006_015_030,66990,PressureDynamics,3926,3772,3575,3057,2860,1297,798,223,115,62,18,4,2,0.887,-1
006_015_030,66994,PressureDynamics,3947,3800,3560,3077,2857,1296,799,225,115,61,17,4,2,0.888,-1
006_015_030,66999,PressureDynamics,3905,3787,3571,3057,2834,1301,796,225,115,62,18,4,3,0.888,-1
006_015_030,67004,PressureDynamics,3874,3804,3574,3057,2845,1291,798,225,116,61,18,3,3,0.886,-1
006_015_030,67009,PressureDynamics,3877,3796,3559,3070,2855,1299,800,226,115,63,18,4,3,0.892,-1
006_015_030,67014,PressureDynamics,3904,3804,3558,3060,2846,1297,801,226,116,61,19,4,2,0.892,-1
006_015_030,67020,PressureDynamics,3884,3783,3568,3053,2847,1297,800,225,116,62,18,4,2,0.89,-1
006_015_030,67027,PressureDynamics,3900,3798,3574,3075,2841,1300,798,225,116,62,18,3,2,0.891,-1
006_015_030,67034,PressureDynamics,3916,3806,3580,3075,2863,1304,805,226,117,62,17,4,3,0.891,-1
006_015_030,67040,PressureDynamics,3891,3791,3572,3066,2855,1305,806,226,117,63,18,4,2,0.891,-1
006_015_030,67046,PressureDynamics,3898,3796,3561,3068,2866,1301,805,226,115,61,19,4,2,0.89,-1
006_015_030,67052,PressureDynamics,3941,3788,3560,3099,2848,1306,806,226,117,62,18,4,2,0.889,-1
006_015_030,67058,PressureDynamics,3895,3787,3556,3090,2859,1295,804,224,115,61,18,3,2,0.883,-1
006_015_030,67064,PressureDynamics,3870,3795,3577,3067,2847,1292,800,225,115,62,17,4,3,0.885,-1
006_015_030,67070,PressureDynamics,3879,3792,3558,3069,2840,1296,797,226,116,62,18,4,3,0.889,-1
006_015_030,67076,PressureDynamics,3901,3773,3561,3060,2852,1291,800,223,116,61,18,4,2,0.883,-1
006_015_030,67083,PressureDynamics,3868,3774,3535,3076,2829,1300,796,224,115,63,18,3,3,0.875,-1
006_015_030,67089,PressureDynamics,3885,3784,3568,3072,2845,1293,796,224,115,61,18,4,3,0.884,-1
006_015_030,67094,PressureDynamics,3897,3770,3549,3066,2838,1293,794,224,115,62,18,4,2,0.884,-1
006_015_030,67098,PressureDynamics,3884,3792,3543,3058,2848,1297,798,225,115,62,18,4,2,0.884,-1
006_015_030,67104,PressureDynamics,3911,3787,3540,3073,2830,1300,794,225,113,61,18,4,3,0.883,-1
006_015_030,67109,PressureDynamics,3935,3779,3549,3069,2854,1291,797,223,115,61,17,4,3,0.888,-1
006_015_030,67114,PressureDynamics,3900,3781,3547,3064,2843,1296,796,224,114,62,18,4,2,0.885,-1
006_015_030,67119,PressureDynamics,3892,3788,3531,3063,2842,1293,801,225,115,62,17,4,3,0.886,-1
006_015_030,67124,PressureDynamics,3899,3777,3574,3061,2847,1292,794,222,116,62,18,3,2,0.886,-1
006_015_030,67129,PressureDynamics,3877,3789,3554,3062,2850,1294,797,223,115,61,17,4,3,0.888,-1
006_015_030,67134,PressureDynamics,3861,3794,3574,3077,2852,1295,801,225,115,61,18,4,2,0.889,-1
006_015_030,67140,PressureDynamics,3919,3812,3568,3061,2845,1296,798,224,115,62,18,3,2,0.888,-1
006_015_030,67145,PressureDynamics,3896,3775,3577,3072,2845,1292,796,224,115,62,18,4,3,0.886,-1
006_015_030,67150,PressureDynamics,3892,3795,3567,3087,2857,1294,800,226,115,62,18,4,3,0.895,-1
006_015_030,67155,PressureDynamics,3905,3802,3570,3078,2857,1301,801,225,115,61,18,4,3,0.891,-1
006_015_030,67159,PressureDynamics,3893,3815,3574,3062,2844,1300,805,227,116,62,18,4,2,0.89,-1
006_015_030,67164,PressureDynamics,3870,3801,3557,3068,2862,1301,802,226,116,63,17,3,2,0.89,-1
006_015_030,67169,PressureDynamics,3903,3791,3571,3066,2871,1302,803,226,115,60,18,4,3,0.882,-1
006_015_030,67174,PressureDynamics,3897,3814,3602,3081,2857,1306,801,224,117,62,18,4,3,0.886,-1
006_015_030,67179,PressureDynamics,3916,3798,3592,3096,2860,1305,808,227,117,62,19,5,3,0.883,-1
006_015_030,67184,PressureDynamics,3919,3818,3593,3075,2882,1301,802,224,117,62,18,4,3,0.89,-1
006_015_030,67190,PressureDynamics,3888,3810,3576,3080,2863,1305,803,226,116,63,18,4,2,0.884,-1
006_015_030,67195,PressureDynamics,3888,3797,3574,3072,2843,1301,800,223,115,62,17,5,3,0.884,-1
006_015_030,67200,PressureDynamics,3912,3779,3570,3096,2844,1300,797,226,116,63,18,4,3,0.886,-1
006_015_030,67205,PressureDynamics,3889,3781,3570,3083,2835,1298,800,226,117,62,18,3,3,0.879,-1
006_015_030,67211,PressureDynamics,3874,3797,3547,3050,2856,1294,796,225,117,63,18,4,2,0.884,-1
006_015_030,67215,PressureDynamics,3862,3766,3557,3074,2848,1300,806,226,115,62,18,4,3,0.884,-1
006_015_030,67221,PressureDynamics,3886,3783,3545,3060,2864,1298,798,225,116,62,18,4,3,0.886,-1
006_015_030,67225,PressureDynamics,3884,3802,3551,3071,2841,1306,806,228,116,63,18,3,2,0.882,-1
006_015_030,67230,PressureDynamics,3896,3783,3566,3071,2856,1302,808,227,117,62,18,4,3,0.881,-1
006_015_030,67242,PressureDynamics,3888,3785,3578,3082,2868,1304,804,224,115,61,18,4,2,0.88,-1
006_015_030,67247,PressureDynamics,3901,3799,3566,3068,2837,1311,809,226,117,62,18,4,2,0.887,-1
006_015_030,67252,PressureDynamics,3883,3782,3580,3082,2862,1304,808,227,118,62,17,4,3,0.886,-1
006_015_030,67257,PressureDynamics,3915,3785,3561,3102,2859,1313,812,228,117,63,18,4,2,0.887,-1
006_015_030,67262,PressureDynamics,3898,3783,3596,3081,2860,1307,807,228,117,63,18,4,3,0.886,-1
006_015_030,67267,PressureDynamics,3915,3799,3567,3071,2863,1311,812,230,116,63,18,4,2,0.887,-1
006_015_030,67273,PressureDynamics,3907,3814,3583,3083,2892,1303,809,228,117,62,17,4,2,0.891,-1
006_015_030,67277,PressureDynamics,3893,3799,3563,3079,2875,1309,812,228,117,63,19,4,3,0.891,-1
006_015_030,67282,PressureDynamics,3913,3801,3568,3088,2856,1309,804,229,118,62,18,5,3,0.887,-1
006_015_030,67287,PressureDynamics,3917,3795,3610,3079,2854,1313,805,227,117,62,18,3,2,0.892,-1
006_015_030,67292,PressureDynamics,3903,3783,3562,3083,2866,1304,805,227,117,61,18,4,2,0.889,-1
006_015_030,67298,PressureDynamics,3893,3797,3588,3104,2856,1313,808,228,118,61,18,4,4,0.891,-1
006_015_030,67303,PressureDynamics,3924,3805,3562,3081,2868,1308,805,228,117,62,18,4,3,0.891,-1
006_015_030,67309,PressureDynamics,3911,3823,3597,3111,2885,1310,813,229,119,63,18,3,2,0.889,-1
006_015_030,67314,PressureDynamics,3909,3817,3597,3083,2878,1318,812,229,116,64,18,4,2,0.889,-1
006_015_030,67320,PressureDynamics,3907,3819,3574,3094,2863,1313,806,229,117,63,18,4,3,0.887,-1
006_015_030,67325,PressureDynamics,3917,3803,3595,3079,2860,1310,808,228,117,62,18,4,3,0.879,-1
006_015_030,67330,PressureDynamics,3877,3795,3595,3077,2879,1304,807,227,117,63,18,4,2,0.884,-1
006_015_030,67335,PressureDynamics,3922,3801,3547,3077,2870,1314,806,227,117,62,18,4,2,0.88,-1
006_015_030,67341,PressureDynamics,3894,3786,3554,3077,2858,1299,809,228,116,63,18,4,2,0.886,-1
006_015_030,67346,PressureDynamics,3865,3795,3552,3071,2864,1301,806,227,117,63,18,4,3,0.886,-1
006_015_030,67350,PressureDynamics,3873,3784,3566,3075,2871,1305,809,228,117,62,18,4,3,0.882,-1
006_015_030,67358,PressureDynamics,3932,3785,3582,3078,2851,1308,808,227,116,62,18,4,2,0.884,-1
006_015_030,67363,PressureDynamics,3898,3781,3573,3086,2856,1307,806,228,117,63,18,4,2,0.889,-1
006_015_030,67368,PressureDynamics,3899,3804,3567,3090,2845,1302,806,227,117,62,18,4,2,0.884,-1
006_015_030,67374,PressureDynamics,3882,3789,3568,3099,2868,1310,810,228,116,62,18,3,2,0.883,-1
006_015_030,67379,PressureDynamics,3879,3806,3571,3068,2842,1307,807,226,117,62,18,4,2,0.884,-1
006_015_030,67384,PressureDynamics,3894,3801,3580,3073,2866,1304,809,228,117,63,18,4,3,0.881,-1
006_015_030,67390,PressureDynamics,3863,3813,3567,3067,2848,1303,805,227,117,61,18,4,3,0.887,-1
006_015_030,67395,PressureDynamics,3882,3783,3557,3054,2864,1298,808,227,117,62,18,4,2,0.889,-1
006_015_030,67400,PressureDynamics,3951,3780,3582,3067,2856,1303,805,227,116,62,18,6,2,0.887,-1
006_015_030,67406,PressureDynamics,3891,3798,3555,3068,2855,1300,806,227,117,63,18,4,2,0.887,-1
006_015_030,67411,PressureDynamics,3901,3820,3571,3077,2853,1299,799,226,117,62,18,4,3,0.89,-1
006_015_030,67417,PressureDynamics,3911,3806,3562,3065,2854,1304,801,227,116,62,18,4,3,0.886,-1
006_015_030,67422,PressureDynamics,3888,3819,3567,3089,2852,1300,804,226,114,61,18,4,2,0.887,-1
006_015_030,67427,PressureDynamics,3902,3819,3586,3094,2860,1304,809,228,117,62,18,3,2,0.89,-1
006_015_030,67432,PressureDynamics,3903,3795,3545,3069,2867,1304,801,226,117,62,18,4,3,0.892,-1
006_015_030,67437,PressureDynamics,3895,3798,3554,3072,2840,1300,807,226,118,61,18,4,3,0.894,-1
006_015_030,67443,PressureDynamics,3907,3809,3577,3080,2848,1308,804,224,117,62,18,4,3,0.894,-1
006_015_030,67448,PressureDynamics,3876,3810,3569,3085,2844,1296,808,226,116,62,18,4,3,0.889,-1
006_015_030,67454,PressureDynamics,3895,3799,3563,3070,2849,1298,801,227,116,62,19,4,2,0.887,-1
006_015_030,67459,PressureDynamics,3880,3801,3576,3062,2850,1291,796,224,115,61,18,4,3,0.885,-1
006_015_030,67464,PressureDynamics,3891,3808,3564,3073,2853,1293,801,225,117,62,18,4,3,0.889,-1
006_015_030,67470,PressureDynamics,3913,3786,3558,3054,2847,1294,797,225,115,62,17,4,2,0.887,-1
006_015_030,67475,PressureDynamics,3879,3787,3560,3066,2844,1298,803,226,116,62,18,4,2,0.883,-1
006_015_030,67481,PressureDynamics,3891,3793,3543,3059,2850,1293,795,223,116,62,18,3,3,0.881,-1
006_015_030,67486,PressureDynamics,3853,3784,3553,3083,2847,1290,798,224,115,62,18,4,3,0.883,-1
006_015_030,67492,PressureDynamics,3856,3797,3556,3075,2839,1294,801,224,116,61,17,4,2,0.881,-1
006_015_030,67497,PressureDynamics,3911,3787,3559,3073,2837,1297,804,227,116,62,18,4,2,0.888,-1
006_015_030,67504,PressureDynamics,3886,3800,3568,3068,2855,1291,797,223,115,62,19,4,3,0.886,-1
006_015_030,67510,PressureDynamics,3899,3795,3560,3067,2834,1289,800,223,116,62,18,4,3,0.885,-1
006_015_030,67515,PressureDynamics,3933,3785,3577,3081,2847,1293,796,225,116,62,18,4,3,0.88,-1
006_015_030,67521,PressureDynamics,3873,3780,3579,3054,2860,1292,800,223,115,62,18,3,2,0.886,-1
006_015_030,67526,PressureDynamics,3906,3775,3565,3074,2857,1303,801,226,116,62,18,4,3,0.886,-1
006_015_030,67531,PressureDynamics,3929,3801,3569,3050,2852,1296,803,226,117,62,18,4,2,0.888,-1
006_015_030,67537,PressureDynamics,3911,3775,3581,3073,2857,1302,805,225,115,62,18,4,2,0.884,-1
006_015_030,67542,PressureDynamics,3892,3797,3544,3089,2848,1303,798,226,117,63,17,6,3,0.884,-1
006_015_030,67546,PressureDynamics,3891,3796,3563,3066,2863,1300,805,227,117,62,18,3,3,0.888,-1
006_015_030,67552,PressureDynamics,3895,3791,3574,3078,2859,1299,798,225,116,62,18,4,3,0.885,-1
006_015_030,67557,PressureDynamics,3884,3787,3578,3068,2866,1301,806,226,117,62,18,4,2,0.89,-1
006_015_030,67564,PressureDynamics,3904,3816,3574,3081,2857,1296,807,225,117,62,18,4,3,0.891,-1
006_015_030,67572,PressureDynamics,3905,3789,3567,3078,2852,1297,797,226,116,62,18,5,4,0.89,-1
006_015_030,67578,PressureDynamics,3906,3780,3561,3070,2848,1298,799,225,115,63,17,3,3,0.895,-1
006_015_030,67583,PressureDynamics,3891,3788,3592,3065,2871,1301,805,226,116,62,18,3,2,0.891,-1
006_015_030,67588,PressureDynamics,3928,3822,3576,3089,2856,1298,799,224,116,62,18,4,2,0.887,-1
006_015_030,67593,PressureDynamics,3870,3792,3570,3068,2855,1300,802,225,116,62,18,4,3,0.889,-1
006_015_030,67599,PressureDynamics,3894,3792,3572,3066,2852,1297,799,226,116,63,19,4,2,0.885,-1
006_015_030,67604,PressureDynamics,3947,3789,3570,3068,2863,1297,805,226,116,62,18,4,2,0.886,-1
006_015_030,67614,PressureDynamics,3894,3806,3560,3073,2835,1300,799,226,116,62,18,4,3,0.881,-1
006_015_030,67621,PressureDynamics,3893,3808,3571,3068,2856,1299,799,226,116,63,19,3,4,0.883,-1
006_015_030,67626,PressureDynamics,3905,3786,3568,3081,2850,1301,801,224,116,62,18,4,3,0.887,-1
006_015_030,67639,PressureDynamics,3883,3805,3576,3071,2847,1302,807,226,116,63,17,4,3,0.882,-1
006_015_030,67644,PressureDynamics,3886,3782,3579,3062,2851,1304,805,226,113,62,17,3,3,0.886,-1
006_015_030,67649,PressureDynamics,3884,3792,3567,3058,2845,1294,800,223,116,62,18,4,2,0.885,-1
006_015_030,67655,PressureDynamics,3874,3800,3564,3077,2847,1301,801,224,116,62,18,4,2,0.886,-1
006_015_030,67660,PressureDynamics,3904,3791,3553,3070,2848,1289,796,224,116,62,18,4,3,0.885,-1
006_015_030,67664,PressureDynamics,3917,3791,3569,3061,2844,1295,797,226,115,62,18,4,3,0.886,-1
006_015_030,67669,PressureDynamics,3881,3796,3560,3073,2848,1296,797,225,115,62,18,4,3,0.884,-1
006_015_030,67678,PressureDynamics,3895,3779,3568,3079,2856,1302,799,225,116,61,18,4,2,0.887,-1
006_015_030,67683,PressureDynamics,3925,3802,3560,3071,2852,1299,801,225,115,62,18,4,3,0.886,-1
